cve,reported_at_utc,reported_date,year,severity,description,component_hint,post_title,post_url
CVE-2026-13894,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient policy enforcement in Network.,Network,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13895,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Inappropriate implementation in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13896,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient policy enforcement in Glic.,Glic,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13897,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient policy enforcement in Chromecast.,Chromecast,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13898,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Use after free in Cast Receiver.,Cast Receiver,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13887,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient policy enforcement in NFC.,NFC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13878,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Use after free in Bluetooth.,Bluetooth,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13872,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient validation of untrusted input in WebAppInstalls.,WebAppInstalls,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13876,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Inappropriate implementation in Network.,Network,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13899,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Use after free in HTML.,HTML,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13857,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Inappropriate implementation in Geometry.,Geometry,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13858,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Out of bounds read in FFmpeg.,FFmpeg,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13859,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Inappropriate implementation in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-14391,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Integer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13860,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Incorrect security UI in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-14408,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Uninitialized Use in Dawn.,Dawn,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-14381,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Incorrect security UI in WebAppInstalls.,WebAppInstalls,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-14383,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Inappropriate implementation in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13861,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Use after free in Core.,Core,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13862,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient policy enforcement in Web Authentication (Passkeys & Security Keys).,Web Authentication (Passkeys & Security Keys),Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13877,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient validation of untrusted input in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13863,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient validation of untrusted input in CustomTabs.,CustomTabs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13865,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient validation of untrusted input in Enterprise.,Enterprise,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13866,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient validation of untrusted input in Input.,Input,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13867,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Inappropriate implementation in Geolocation.,Geolocation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13868,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Inappropriate implementation in Network.,Network,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-14384,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Out of bounds read in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13869,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Use after free in Device.,Device,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13870,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Use after free in WebView.,WebView,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
CVE-2026-13871,2026-06-30T20:41:56.746000+00:00,2026-06-30,2026,,Insufficient data validation in GuestView.,GuestView,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/06/stable-channel-update-for-desktop_0175352312.html
